trade_number,time,equity,drawdown_usd,drawdown_pct
1,2024-10-23 00:22:00+00:00,99680.1691913182,0.0,0.0
2,2024-10-23 00:44:00+00:00,99449.00021595595,231.1689753622486,0.23191069722058882
3,2024-10-23 00:58:00+00:00,99191.53658037263,488.63261094556947,0.49020042292236365
4,2024-10-28 00:53:00+00:00,98961.49955831852,718.6696329996776,0.7209755348832927
5,2024-10-29 00:32:00+00:00,99290.66419692949,389.5049943887134,0.39075474846067776
6,2024-10-31 00:26:00+00:00,99162.74544106297,517.4237502552278,0.5190839406202509
7,2024-11-04 00:45:00+00:00,99087.37240770957,592.7967836086318,0.5946988136334969
8,2024-11-04 00:45:00+00:00,98837.37881143339,842.7903798848129,0.8454945318834962
9,2024-11-05 00:02:00+00:00,98608.1635947846,1072.0055965336069,1.075445201618874
10,2024-11-05 00:54:00+00:00,98434.6636013462,1245.5055899720028,1.2495018819455235
11,2024-11-06 00:53:00+00:00,98080.50815523103,1599.661036087171,1.604793660629637
12,2024-11-07 00:05:00+00:00,96044.59254614443,3635.5766451737727,3.6472416476299667
13,2024-11-12 00:14:00+00:00,95836.99924613145,3843.169945186746,3.855501025294681
14,2024-11-14 00:31:00+00:00,95584.09721050793,4096.071980810273,4.1092145148235035
15,2024-11-14 00:45:00+00:00,95301.30287141856,4378.866319899636,4.392916219368757
16,2024-11-14 01:02:00+00:00,95011.72845851707,4668.440732801129,4.683419752068132
17,2024-11-15 00:13:00+00:00,94700.25364535826,4979.915545959942,4.995893953993886
18,2024-11-15 00:25:00+00:00,94316.23122294595,5363.937968372251,5.381148539261741
19,2024-11-15 00:40:00+00:00,94037.18739173563,5642.981799582572,5.661087702160579
20,2024-11-18 00:25:00+00:00,93562.85291649414,6117.3162748240575,6.136944112808402
21,2024-11-20 00:49:00+00:00,93241.17579403221,6438.993397285987,6.459653358861675
22,2024-11-20 01:00:00+00:00,93010.03038830568,6670.138803012524,6.691540410821724
23,2024-11-22 00:24:00+00:00,92950.49782772097,6729.671363597226,6.751263985799251
24,2024-11-25 00:27:00+00:00,92834.31057688016,6845.858614438039,6.867824031577074
25,2024-11-25 00:41:00+00:00,92774.89054154807,6905.278649770131,6.927434720256833
26,2024-11-27 00:18:00+00:00,92901.03623266875,6779.132958649454,6.800884281845594
27,2024-11-27 00:45:00+00:00,93028.35733956227,6651.811851755934,6.673154656257631
28,2024-11-27 00:45:00+00:00,92786.71205244356,6893.457138874641,6.915575279215153
29,2024-11-29 00:24:00+00:00,92600.55891456777,7079.610276750434,7.102325702479891
30,2024-11-29 00:47:00+00:00,92474.59389538466,7205.575295933537,7.228694889254982
31,2024-12-06 00:58:00+00:00,92448.69980188823,7231.469389429971,7.254672065765121
32,2024-12-09 00:42:00+00:00,92174.91651175698,7505.252679561221,7.529333808770162
33,2024-12-12 00:05:00+00:00,91654.53138251655,8025.63780880165,8.05138863016763
34,2024-12-12 00:29:00+00:00,91609.0532451233,8071.115946194899,8.097012687351924
35,2024-12-13 00:14:00+00:00,91334.36128896302,8345.807902355184,8.372586011904637
36,2024-12-13 00:45:00+00:00,91102.22767137393,8577.941519944274,8.605464446474258
37,2024-12-13 01:16:00+00:00,91084.007847003,8596.161344315202,8.62374273042857
38,2024-12-19 01:57:00+00:00,90799.68289065557,8880.486300662626,8.908979963324626
39,2024-12-19 05:07:00+00:00,90545.55868560387,9134.610505714329,9.163919543697888
40,2024-12-19 05:15:00+00:00,90642.3715396568,9037.7976516614,9.066796058817847
41,2024-12-20 00:31:00+00:00,90937.6099805317,8742.559210786494,8.770610324714358
42,2024-12-20 00:58:00+00:00,90839.414305493,8840.754885825198,8.869121067458217
43,2024-12-24 00:55:00+00:00,90730.42790488283,8949.741286435368,8.97845715857278
44,2024-12-24 01:12:00+00:00,90766.72233371402,8913.446857604184,8.942046276523088
45,2024-12-26 00:53:00+00:00,91012.72512424184,8667.444067076358,8.695254168801373
46,2024-12-30 00:15:00+00:00,91107.3938480262,8572.775343292,8.600281693782136
47,2024-12-30 00:53:00+00:00,91126.26680613682,8553.902385181384,8.581348180462758
48,2024-12-31 00:55:00+00:00,90863.70267216551,8816.466519152687,8.84475476985905
49,2025-01-02 00:31:00+00:00,91223.74906480157,8456.420126516634,8.483553143139288
50,2025-01-02 00:31:00+00:00,91598.3519405355,8081.817250782697,8.107748327825465
51,2025-01-03 00:47:00+00:00,91405.5461535227,8274.623037795507,8.30117274571821
52,2025-01-06 00:30:00+00:00,91105.89210844491,8574.27708287329,8.60178825180012
53,2025-01-06 00:55:00+00:00,91577.25554266498,8102.9136486532225,8.128912414967047
54,2025-01-06 00:59:00+00:00,91504.00313149732,8176.166059820884,8.20239986162965
55,2025-01-07 00:17:00+00:00,91116.28708633382,8563.882104984383,8.59135992089615
56,2025-01-07 00:45:00+00:00,90930.47002311017,8749.699168208026,8.777773191189663
57,2025-01-07 00:52:00+00:00,90378.14425734435,9302.024933973851,9.331871132883295
58,2025-01-09 00:21:00+00:00,90269.67000798295,9410.499183335254,9.440693429475916
59,2025-01-10 00:14:00+00:00,90264.52830605034,9415.640885267858,9.445851628919515
60,2025-01-13 00:55:00+00:00,90266.0002050125,9414.168986305696,9.444375007266379
61,2025-01-13 01:43:00+00:00,90031.2117933061,9648.957398012106,9.679916754046298
62,2025-01-13 06:00:00+00:00,90121.22869550202,9558.940495816176,9.589611026311065
63,2025-01-13 06:00:00+00:00,90005.96537707976,9674.20381423844,9.705244175168424
64,2025-01-15 05:00:00+00:00,89793.47185583493,9886.697335483273,9.91841949676824
65,2025-01-15 05:37:00+00:00,89606.63997402487,10073.529217293326,10.105850841764719
66,2025-01-21 00:14:00+00:00,89391.5008987849,10288.6682925333,10.321680205805077
67,2025-01-21 00:27:00+00:00,89291.36443960524,10388.80475171296,10.422137959831822
68,2025-01-21 00:43:00+00:00,89198.4859750337,10481.683216284495,10.515314431466088
69,2025-01-23 01:55:00+00:00,88966.6665794759,10713.502611842297,10.74787763580101
70,2025-01-23 04:58:00+00:00,88724.78237862793,10955.386812690267,10.99053793905924
71,2025-01-23 05:28:00+00:00,88497.74004889751,11182.42914242069,11.218308750016288
72,2025-01-24 00:10:00+00:00,88333.57704208285,11346.592149235352,11.382998485343263
73,2025-01-24 04:52:00+00:00,88075.07180538405,11605.097385934147,11.642333154210688
74,2025-01-24 04:53:00+00:00,88086.11452891228,11594.05466240592,11.631254999330121
75,2025-01-30 00:22:00+00:00,87694.7324633651,11985.4367279531,12.023892841663626
76,2025-01-30 00:40:00+00:00,87361.28866946911,12318.880521849089,12.358406513340892
77,2025-02-03 00:07:00+00:00,86949.2567283107,12730.912463007495,12.771760487858716
78,2025-02-03 00:28:00+00:00,86494.88218467915,13185.287006639046,13.227592924057193
79,2025-02-03 00:47:00+00:00,86391.10833091155,13289.060860406651,13.331699743507338
80,2025-02-05 00:04:00+00:00,86418.7520350188,13261.417156299402,13.303967342638124
81,2025-02-07 00:02:00+00:00,86128.22411059524,13551.945080722959,13.595427446268104
82,2025-02-07 00:33:00+00:00,85780.03380882542,13900.13538249278,13.944734941023187
83,2025-02-07 00:45:00+00:00,85505.39246029047,14174.776731027727,14.220257495572449
84,2025-02-12 00:29:00+00:00,85238.75169920758,14441.417492110617,14.487753792224115
85,2025-02-12 00:31:00+00:00,84999.44622355247,14680.72296776573,14.727827096268985
86,2025-02-12 00:53:00+00:00,84507.64286868,15172.526322638194,15.221208436672345
87,2025-02-14 00:35:00+00:00,84541.44370936824,15138.725481949965,15.187299143617922
88,2025-02-17 00:24:00+00:00,84568.49553510742,15111.673656210784,15.160160520199998
89,2025-02-17 00:49:00+00:00,84244.82310224064,15435.34608907756,15.484871478751389
90,2025-02-20 00:22:00+00:00,84120.09134102202,15560.077850296177,15.610003450567383
91,2025-02-20 00:54:00+00:00,83850.76482554933,15829.404365768874,15.88019411904004
92,2025-02-24 00:29:00+00:00,83636.01475843517,16044.154432883035,16.09563322679475
93,2025-02-25 00:30:00+00:00,83432.02614901883,16248.143042299373,16.30027634796042
94,2025-02-25 00:39:00+00:00,83231.86961801226,16448.299573305936,16.50107509522418
95,2025-02-25 00:50:00+00:00,83058.80732904412,16621.361862274076,16.67469266667511
96,2025-02-26 00:25:00+00:00,82832.78411857651,16847.385072741687,16.901441088453765
97,2025-03-06 00:20:00+00:00,82593.0284795964,17087.140711721804,17.141966000204217
98,2025-03-07 00:29:00+00:00,82166.47690188944,17513.692289428756,17.569886198542026
99,2025-03-10 00:54:00+00:00,82017.08533300621,17663.08385831199,17.71975710074375
100,2025-03-11 01:00:00+00:00,82334.94124620948,17345.227945108723,17.400881324566846
101,2025-03-12 00:05:00+00:00,82137.41757689102,17542.75161442718,17.599038762421255
102,2025-03-12 00:23:00+00:00,82035.58850932945,17644.58068198875,17.701194555682527
103,2025-03-12 00:40:00+00:00,82025.7444471649,17654.424744153293,17.711070203210422
104,2025-03-12 06:00:00+00:00,81706.34857668342,17973.82061463478,18.031490877726398
105,2025-03-12 06:00:00+00:00,81397.37485052568,18282.79434079252,18.341455967738153
106,2025-03-13 00:06:00+00:00,81034.94689191472,18645.222299403482,18.70504680185416
107,2025-03-14 00:51:00+00:00,80869.69278736155,18810.47640395665,18.870831135783202
108,2025-03-17 00:45:00+00:00,80595.53666184838,19084.632529469818,19.145866910438613
109,2025-03-17 00:55:00+00:00,80816.36040314566,18863.808788172537,18.92433464069151
110,2025-03-19 06:00:00+00:00,80428.75294535108,19251.41624596712,19.31318576417891
111,2025-03-20 00:25:00+00:00,80415.8840012098,19264.285190108407,19.326095999229363
112,2025-03-20 00:34:00+00:00,80271.09162578777,19409.07756553043,19.471352951135334
113,2025-03-20 00:51:00+00:00,79917.63722615427,19762.53196516393,19.82594143398101
114,2025-03-21 00:07:00+00:00,79911.88309356716,19768.286097751043,19.831714029105793
115,2025-03-21 00:37:00+00:00,79793.64305569284,19886.52613562536,19.950333448428186
116,2025-03-24 01:04:00+00:00,79339.71659177991,20340.452599538286,20.405716367212857
117,2025-03-25 00:27:00+00:00,79120.83933278362,20559.329858534576,20.625295909234094
118,2025-03-25 00:51:00+00:00,78962.65022597194,20717.51896534626,20.783992576881264
119,2025-03-25 02:00:00+00:00,78997.6115257575,20682.5576655607,20.74891910131517
120,2025-03-26 01:14:00+00:00,78896.5161513051,20783.6530400131,20.850338847361513
121,2025-03-27 00:06:00+00:00,78915.45203391596,20764.717157402236,20.83134220764422
122,2025-03-27 00:23:00+00:00,78767.1375522197,20913.031639098495,20.980132566749244
123,2025-03-28 00:54:00+00:00,79009.48780294917,20670.681388369034,20.737004718255815
124,2025-03-31 00:27:00+00:00,79029.60056852137,20650.568622796825,20.716827419465716
125,2025-04-03 00:02:00+00:00,78475.73832590265,21204.430865415547,21.272466767905907
126,2025-04-03 00:13:00+00:00,78610.67731174655,21069.49187957165,21.137094820869077
127,2025-04-07 00:21:00+00:00,78589.37878087754,21090.790410440663,21.158461689567034
128,2025-04-09 00:02:00+00:00,78183.4986589815,21496.670532336706,21.565644106279258
129,2025-04-09 00:49:00+00:00,77820.43776185474,21859.731429463456,21.92986990973864
130,2025-04-09 00:59:00+00:00,77699.00538260594,21981.163808712256,22.05169191328654
131,2025-04-10 00:39:00+00:00,77207.41933495377,22472.749856364433,22.54485524922417
132,2025-04-11 00:32:00+00:00,76434.25641778292,23245.91277353528,23.320498913799916
133,2025-04-11 00:46:00+00:00,76577.19367005778,23102.97552126042,23.17710303733374
134,2025-04-11 00:58:00+00:00,76374.93706091448,23305.232130403718,23.380008600982112
135,2025-04-14 00:32:00+00:00,75816.4767360301,23863.692455288096,23.940260784957157
136,2025-04-14 00:43:00+00:00,75257.8097155409,24422.359475777295,24.500720327734353
137,2025-04-16 00:29:00+00:00,75239.74710092934,24440.422090388864,24.518840897510778
138,2025-04-16 00:53:00+00:00,75080.17987486253,24599.98931645567,24.678920106205283
139,2025-04-16 01:04:00+00:00,75140.23559335807,24539.93359796013,24.618671694728096
140,2025-04-17 00:11:00+00:00,75176.91522809541,24503.253963222785,24.5818743708121
141,2025-04-21 00:07:00+00:00,74611.16036967548,25069.008821642725,25.14944449334477
142,2025-04-21 00:28:00+00:00,74526.27312822767,25153.896063090535,25.234604101455872
143,2025-04-21 00:28:00+00:00,73960.26209101235,25719.90710030585,25.802431224751537
144,2025-04-23 00:49:00+00:00,73658.28837850188,26021.880812816322,26.105373841081658
145,2025-04-25 00:51:00+00:00,73737.85420228654,25942.314989031656,26.025552724775213
146,2025-04-28 00:02:00+00:00,74367.2872961036,25312.881895214596,25.394100050764422
147,2025-04-28 00:22:00+00:00,74267.22572295052,25412.94346836768,25.49448267848753
148,2025-04-28 00:40:00+00:00,74193.60397280673,25486.565218511474,25.568340649176253
149,2025-05-01 00:50:00+00:00,73873.3523259816,25806.8168653366,25.889619845854238
150,2025-05-01 04:55:00+00:00,73539.7456204868,26140.423570831394,26.22429695184359
151,2025-05-01 05:18:00+00:00,73639.41801631285,26040.751175005353,26.124304750150255
152,2025-05-02 00:43:00+00:00,73533.40343018055,26146.76576113765,26.230659491511922
153,2025-05-02 00:52:00+00:00,73315.85512621682,26364.314065101382,26.44890581445524
154,2025-05-05 01:50:00+00:00,73807.8753891358,25872.293802182394,25.95530687004069
155,2025-05-05 01:50:00+00:00,73794.01566341972,25886.15352789848,25.969211065658058
156,2025-05-05 05:35:00+00:00,73710.70778527118,25969.46140604702,26.052786242972058
157,2025-05-08 00:11:00+00:00,73772.63374002659,25907.53545129161,25.99066159445089
158,2025-05-12 00:31:00+00:00,73237.14327152137,26443.025919796826,26.527870221652794
159,2025-05-14 00:02:00+00:00,72631.73080892749,27048.438382390712,27.135225192561705
160,2025-05-16 00:14:00+00:00,72314.81960880074,27365.34958251746,27.453153224483984
161,2025-05-16 00:49:00+00:00,71918.16025662252,27762.00893469568,27.85108528599253
162,2025-05-19 00:46:00+00:00,71766.53859402193,27913.630597296273,28.003193437323592
163,2025-05-20 00:32:00+00:00,71556.14659759733,28124.022593720874,28.214260491213512
164,2025-05-20 00:52:00+00:00,71441.68842478494,28238.480766533263,28.329085911094882
165,2025-05-20 01:00:00+00:00,71367.40248040165,28312.76671091655,28.403610207136857
166,2025-05-21 00:18:00+00:00,71184.62128500566,28495.54790631254,28.586977868808034
167,2025-05-21 00:35:00+00:00,71047.90137767846,28632.267813639744,28.724136451539568
168,2025-05-21 00:44:00+00:00,71064.9521543774,28615.217036940798,28.70703096622862
169,2025-05-22 00:38:00+00:00,71131.24209773979,28548.927093578415,28.640528326937197
170,2025-05-22 00:51:00+00:00,71023.09408078209,28657.075110536112,28.749023344386583
171,2025-05-26 00:51:00+00:00,71023.094080782,28657.0751105362,28.74902334438667
172,2025-05-27 00:22:00+00:00,70863.94003737977,28816.22915393843,28.90868804469107
173,2025-05-27 00:40:00+00:00,70759.03428962319,28921.13490169501,29.013930389891375
174,2025-05-27 01:00:00+00:00,70484.73619647432,29195.432994843883,29.2891085876956
175,2025-05-28 00:23:00+00:00,69667.12781298954,30013.041378328664,30.1093403249788
176,2025-05-28 00:44:00+00:00,69516.59055868714,30163.578632631063,30.260360588611647
177,2025-05-29 00:06:00+00:00,69640.05581693511,30040.113374383087,30.136499183429834
178,2025-05-29 00:21:00+00:00,70115.99579057045,29564.17340074775,29.659032123034045
179,2025-05-29 00:41:00+00:00,69828.2496648663,29851.919526451908,29.94770150234848
180,2025-05-30 00:08:00+00:00,69719.28810205536,29960.88108926284,30.057012675969986
181,2025-05-30 00:34:00+00:00,69981.26116541964,29698.908025898563,29.794199053672187
182,2025-06-02 00:41:00+00:00,70266.66717286801,29413.502018450192,29.507877301046964
183,2025-06-02 00:41:00+00:00,70385.00624912708,29295.16294219112,29.38915852556822
184,2025-06-09 00:34:00+00:00,70433.44124736557,29246.727943952632,29.340568120243443
185,2025-06-10 00:54:00+00:00,70655.37016515601,29024.79902616219,29.11792712796694
186,2025-06-12 01:04:00+00:00,70590.35691699597,29089.812274322234,29.18314897569
187,2025-06-13 00:11:00+00:00,70708.91370799996,28971.255483318237,29.06421178691331
188,2025-06-13 00:28:00+00:00,70621.2157117499,29058.9534795683,29.152191168330432
189,2025-06-13 00:41:00+00:00,70696.47626903813,28983.692922280068,29.0766891322697
190,2025-06-17 00:28:00+00:00,70526.87501029107,29153.29418102713,29.246834568541523
191,2025-06-17 00:54:00+00:00,70411.24366476321,29268.925526554987,29.36283692534524
192,2025-06-17 01:06:00+00:00,70445.04378890962,29235.12540240858,29.32892835113171
193,2025-06-17 04:47:00+00:00,70437.96410614581,29242.20508517239,29.33603074955383
194,2025-06-18 01:01:00+00:00,69864.3470469006,29815.8221444176,29.91148829933412
195,2025-06-19 00:36:00+00:00,69786.08401981075,29894.085171507453,29.990002438831258
196,2025-06-19 02:02:00+00:00,69860.24749327726,29819.92169804094,29.915601006662566
197,2025-06-20 05:47:00+00:00,69974.42057582311,29705.74861549509,29.801061591779842
198,2025-06-23 00:09:00+00:00,70090.6638661918,29589.505325126403,29.68444532666739
199,2025-06-26 00:44:00+00:00,69804.49265829936,29875.676533018835,29.97153473493593
200,2025-06-26 00:59:00+00:00,69586.58554299176,30093.583648326443,30.190141020494465
201,2025-06-30 00:32:00+00:00,69437.50354550898,30242.66564580922,30.3397013580142
202,2025-06-30 00:39:00+00:00,69081.68428881063,30598.484902507567,30.696662285734355
203,2025-06-30 00:51:00+00:00,68655.29299919044,31024.876192127762,31.124421681689846
204,2025-07-01 00:25:00+00:00,68688.24476365058,30991.924427667618,31.09136418918409
205,2025-07-01 00:25:00+00:00,68489.80237484281,31190.36681647539,31.29044329430368
206,2025-07-01 00:47:00+00:00,68462.4045577139,31217.764633604296,31.317929019248954
207,2025-07-02 00:16:00+00:00,68407.64228809573,31272.526903222475,31.372866997447073
208,2025-07-03 05:56:00+00:00,68508.9114563032,31171.257735014995,31.27127290001621
209,2025-07-04 00:03:00+00:00,68051.17581404698,31628.993377271225,31.73047721915986
210,2025-07-07 00:19:00+00:00,67786.58651385774,31893.582677460465,31.995915472661824
211,2025-07-07 00:39:00+00:00,67494.27145200613,32185.897739312073,32.28916844787555
212,2025-07-09 00:06:00+00:00,67532.07177617284,32148.097415145356,32.251246838719595
213,2025-07-09 00:27:00+00:00,67361.9641847262,32318.205006592005,32.42190023229496
214,2025-07-10 00:22:00+00:00,67151.68270476723,32528.486486550973,32.63285641511942
215,2025-07-10 00:38:00+00:00,67038.83561076295,32641.33358055525,32.74606558693341
216,2025-07-10 00:51:00+00:00,66851.03719645327,32829.13199486493,32.93446656561678
217,2025-07-11 00:08:00+00:00,66709.40370512448,32970.76548619372,33.07655449792852
218,2025-07-11 00:19:00+00:00,66554.6992568839,33125.469934434295,33.23175532623334
219,2025-07-11 00:47:00+00:00,66405.6737936996,33274.49539761859,33.381258948060335
220,2025-07-14 00:23:00+00:00,65861.71513455761,33818.45405676059,33.92696293668215
221,2025-07-14 00:23:00+00:00,65197.09111055117,34483.07808076703,34.59371945344811
222,2025-07-14 00:42:00+00:00,64843.455464077866,34836.713727240334,34.94848976467678
